,id,name,symbol,slug,num_market_pairs,date_added,tags,max_supply,circulating_supply,total_supply,infinite_supply,platform,cmc_rank,self_reported_circulating_supply,self_reported_market_cap,tvl_ratio,last_updated,quote.USD.price,quote.USD.volume_24h,quote.USD.volume_change_24h,quote.USD.percent_change_1h,quote.USD.percent_change_24h,quote.USD.percent_change_7d,quote.USD.percent_change_30d,quote.USD.percent_change_60d,quote.USD.percent_change_90d,quote.USD.market_cap,quote.USD.market_cap_dominance,quote.USD.fully_diluted_market_cap,quote.USD.tvl,quote.USD.last_updated,platform.id,platform.name,platform.symbol,platform.slug,platform.token_address,timestamp
12,5805,Avalanche,AVAX,avalanche,912,2020-07-13T00:00:00.000Z,"['smart-contracts', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'avalanche-ecosystem', 'cms-holdings-portfolio', 'dragonfly-capital-portfolio', 'real-world-assets', 'layer-1', 'made-in-america']",715748719.0,420631169.47519875,455633869.47519875,False,,13,,,,2025-05-19T09:40:00.000Z,21.804564820717673,484142673.06648344,65.9693,0.81127518,-5.70579487,-15.07557172,11.24276055,13.9776025,-9.32343538,9171679600.436253,0.2816,15606589338.78,,2025-05-19T09:40:00.000Z,,,,,,2025-05-19 17:41:25.544895
13,512,Stellar,XLM,stellar,707,2014-08-05T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'decentralized-exchange-dex-token', 'defi', 'smart-contracts', 'hashkey-capital-portfolio', 'real-world-assets', '2017-2018-alt-season', 'made-in-america']",50001806812.0,31069280553.27114,50001786892.81785,False,,14,,,,2025-05-19T09:39:00.000Z,0.28141357319259497,269971534.4223759,88.9946,0.97913236,-3.50626475,-10.7481915,13.90673086,-2.58445202,-13.49813971,8743317257.019236,0.2685,14071187121.05,,2025-05-19T09:39:00.000Z,,,,,,2025-05-19 17:41:25.544895
14,32196,Hyperliquid,HYPE,hyperliquid,77,2024-07-15T10:14:50.000Z,"['decentralized-exchange-dex-token', 'derivatives', 'layer-1', 'hyperliquid-ecosystem']",1000000000.0,333928180.0,999993930.0,False,,15,333931719.0,8639927443.917387,,2025-05-19T09:40:00.000Z,25.87333563217871,182209141.24199656,36.9463,-0.51581431,-4.03676681,2.44936681,42.58452562,72.35561561,7.29937956,8639835878.182585,0.2653,25873335632.18,,2025-05-19T09:40:00.000Z,32196.0,Hyperliquid,HYPE,hyperliquid,0x0d01dc56dcaaca66ad901c959b4011ec,2025-05-19 17:41:25.544895
0,1,Bitcoin,BTC,bitcoin,12071,2010-07-13T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem', 'layer-1', 'ftx-bankruptcy-estate', '2017-2018-alt-season', 'us-strategic-crypto-reserve', 'binance-ecosystem']",21000000.0,19865290.0,19865290.0,False,,1,,,,2025-05-19T09:40:00.000Z,103231.78179010676,64709285436.73175,84.275,0.0776236,-0.71281412,-1.17376437,20.91552283,20.04035846,7.92782188,2050729282477.19,62.9715,2167867417592.24,,2025-05-19T09:40:00.000Z,,,,,,2025-05-19 17:42:03.724079
1,1027,Ethereum,ETH,ethereum,10296,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'ethereum-pow-ecosystem', 'layer-1', 'ftx-bankruptcy-estate', 'sora-ecosystem', 'rsk-rbtc-ecosystem', 'world-liberty-financial-portfolio', 'us-strategic-crypto-reserve', 'binance-ecosystem']",,120727476.03198867,120727476.03198867,True,,2,,,,2025-05-19T09:39:00.000Z,2414.4351244086906,32134437875.9743,145.5163,0.47177565,-3.91962696,-5.64164955,50.73644781,20.14376044,-10.17190701,291488658612.8418,8.9507,291488658612.84,,2025-05-19T09:39:00.000Z,,,,,,2025-05-19 17:42:03.724079
2,825,Tether USDt,USDT,tether,128246,2015-02-25T00:00:00.000Z,"['stablecoin', 'asset-backed-stablecoin', 'usd-stablecoin', 'ethereum-pow-ecosystem', 'fiat-stablecoin', 'tron20-ecosystem', 'rsk-rbtc-ecosystem', 'world-liberty-financial-portfolio']",,151359797434.8836,155507401070.20773,True,,3,,,,2025-05-19T09:39:00.000Z,1.0000560343343141,105583940363.3952,104.2601,-0.00778261,-0.01152478,0.00691319,0.00528054,-0.00240547,0.03172343,151368278780.3748,4.6471,155516114823.91,,2025-05-19T09:39:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2025-05-19 17:42:03.724079
3,52,XRP,XRP,xrp,1609,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'xrp-ecosystem', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'ftx-bankruptcy-estate', '2017-2018-alt-season', 'klaytn-ecosystem', 'made-in-america', 'us-strategic-crypto-reserve']",100000000000.0,58622147738.0,99986131469.0,False,,4,,,,2025-05-19T09:40:00.000Z,2.3168055480228307,4054738289.419946,66.3421,0.93832128,-3.11966505,-4.39070482,10.77729583,-7.67802234,-10.28120252,135816117116.41243,4.1705,231680554802.28,,2025-05-19T09:40:00.000Z,,,,,,2025-05-19 17:42:03.724079
4,1839,BNB,BNB,bnb,2528,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain-ecosystem', 'layer-1', 'alleged-sec-securities', 'celsius-bankruptcy-estate']",,140888597.89,140888597.89,False,,5,,,,2025-05-19T09:40:00.000Z,640.8400562240578,1696449602.1101248,24.058,0.37266518,-0.94666029,-4.48723765,8.24960427,0.8210064,-1.53999688,90287056993.15627,2.7719,90287056993.16,,2025-05-19T09:40:00.000Z,,,,,,2025-05-19 17:42:03.724079
5,5426,Solana,SOL,solana,918,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okx-ventures-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'alleged-sec-securities', 'cmc-crypto-awards-2024', 'made-in-america', 'us-strategic-crypto-reserve']",,519935569.2624196,601092802.4217758,True,,6,,,,2025-05-19T09:40:00.000Z,162.42179313759348,5195730076.129949,122.6094,0.37448016,-5.21135659,-7.90739285,16.40184565,21.43575604,-3.5926524,84448867475.61761,2.5932,97630570811.45,,2025-05-19T09:40:00.000Z,,,,,,2025-05-19 17:42:03.724079
6,3408,USDC,USDC,usd-coin,27974,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'coinbase-ventures-portfolio', 'usd-stablecoin', 'ethereum-pow-ecosystem', 'fiat-stablecoin', 'tron20-ecosystem', 'made-in-america', 'world-liberty-financial-portfolio']",,60684633028.714226,60684633028.714226,False,,7,,,,2025-05-19T09:39:00.000Z,0.9997387462266717,12442364361.218653,111.4554,-0.00512354,-0.01281369,-0.02376829,-0.03050089,-0.01640294,-0.01802068,60668778939.35243,1.8629,60668778939.35,,2025-05-19T09:39:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2025-05-19 17:42:03.724079
7,74,Dogecoin,DOGE,dogecoin,1222,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'ftx-bankruptcy-estate', 'animal-memes', 'made-in-america']",,149325546383.7052,149325546383.7052,True,,8,,,,2025-05-19T09:39:00.000Z,0.21780373445296153,2838762622.614004,97.8111,0.7349236,-2.60627686,-12.51849895,37.1534616,24.65438923,-13.46876504,32523661651.59992,0.9987,32523661651.6,,2025-05-19T09:39:00.000Z,,,,,,2025-05-19 17:42:03.724079
8,2010,Cardano,ADA,cardano,1516,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'layer-1', 'alleged-sec-securities', '2017-2018-alt-season', 'made-in-america', 'us-strategic-crypto-reserve']",45000000000.0,35320106571.10285,44994491863.17583,False,,9,,,,2025-05-19T09:40:00.000Z,0.7243722006985521,1107519035.9879227,41.8673,0.68195964,-4.57700587,-12.56681927,14.93178187,-1.19698651,-7.35746028,25584903325.817165,0.7856,32596749031.43,,2025-05-19T09:40:00.000Z,,,,,,2025-05-19 17:42:03.724079
9,1958,TRON,TRX,tron,1175,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem', 'layer-1', 'dwf-labs-portfolio', 'alleged-sec-securities', '2017-2018-alt-season', 'tron20-ecosystem', 'world-liberty-financial-portfolio']",,94891802431.24158,94891711164.78452,True,,10,,,,2025-05-19T09:39:00.000Z,0.2626696388712712,917350137.9344256,61.6596,-0.06587923,-3.64336845,-2.51799325,8.7454792,14.45712291,9.66551808,24925195476.45824,0.7653,24925171503.53,,2025-05-19T09:39:00.000Z,,,,,,2025-05-19 17:42:03.724079
10,20947,Sui,SUI,sui,654,2022-07-12T08:03:11.000Z,"['binance-launchpool', 'coinbase-ventures-portfolio', 'binance-labs-portfolio', 'electric-capital-portfolio', 'a16z-portfolio', 'sui-ecosystem', 'layer-1', 'move-vm', 'cmc-crypto-yearbook-2024-2025', 'made-in-america', 'world-liberty-financial-portfolio', 'binance-ecosystem']",10000000000.0,3338327017.9116654,10000000000.0,False,,11,3338327017.9116654,12313405371.03938,,2025-05-19T09:40:00.000Z,3.6884958558500336,1725515880.545308,89.7421,-0.22090424,-4.29863883,-12.19012447,71.90128669,49.09975727,20.00646396,12313405371.03938,0.3781,36884958558.5,,2025-05-19T09:40:00.000Z,,,,,,2025-05-19 17:42:03.724079
11,1975,Chainlink,LINK,chainlink,2008,2017-09-20T00:00:00.000Z,"['platform', 'defi', 'oracles', 'smart-contracts', 'ethereum-ecosystem', 'polkadot', 'heco-ecosystem', 'avalanche-ecosystem', 'solana-ecosystem', 'framework-ventures-portfolio', 'polygon-ecosystem', 'fantom-ecosystem', 'cardano-ecosystem', 'terra-ecosystem', 'web3', 'near-protocol-ecosystem', 'arbitrum-ecosystem', 'cross-chain', 'cardano', 'injective-ecosystem', 'bnb-chain-ecosystem', 'optimism-ecosystem', 'real-world-assets', 'gnosis-chain-ecosystem', 'sora-ecosystem', 'hoo-smart-chain-ecosystem', 'milkomeda-ecosystem', 'energi-ecosystem', 'made-in-america', 'world-liberty-financial-portfolio']",,657099970.4527867,1000000000.0,False,,12,,,,2025-05-19T09:40:00.000Z,15.263671458890965,576237064.8591847,77.0538,0.55335759,-3.27230974,-12.23225153,18.59818109,3.98835205,-16.0465138,10029758064.638296,0.308,15263671458.89,,2025-05-19T09:40:00.000Z,1027.0,Ethereum,ETH,ethereum,0x514910771af9ca656af840dff83e8264ecf986ca,2025-05-19 17:42:03.724079
12,5805,Avalanche,AVAX,avalanche,912,2020-07-13T00:00:00.000Z,"['smart-contracts', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'avalanche-ecosystem', 'cms-holdings-portfolio', 'dragonfly-capital-portfolio', 'real-world-assets', 'layer-1', 'made-in-america']",715748719.0,420631169.47519875,455633869.47519875,False,,13,,,,2025-05-19T09:40:00.000Z,21.804564820717673,484142673.06648344,65.9693,0.81127518,-5.70579487,-15.07557172,11.24276055,13.9776025,-9.32343538,9171679600.436253,0.2816,15606589338.78,,2025-05-19T09:40:00.000Z,,,,,,2025-05-19 17:42:03.724079
13,512,Stellar,XLM,stellar,707,2014-08-05T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'decentralized-exchange-dex-token', 'defi', 'smart-contracts', 'hashkey-capital-portfolio', 'real-world-assets', '2017-2018-alt-season', 'made-in-america']",50001806812.0,31069280553.27114,50001786892.81785,False,,14,,,,2025-05-19T09:39:00.000Z,0.28141357319259497,269971534.4223759,88.9946,0.97913236,-3.50626475,-10.7481915,13.90673086,-2.58445202,-13.49813971,8743317257.019236,0.2685,14071187121.05,,2025-05-19T09:39:00.000Z,,,,,,2025-05-19 17:42:03.724079
14,32196,Hyperliquid,HYPE,hyperliquid,77,2024-07-15T10:14:50.000Z,"['decentralized-exchange-dex-token', 'derivatives', 'layer-1', 'hyperliquid-ecosystem']",1000000000.0,333928180.0,999993930.0,False,,15,333931719.0,8639927443.917387,,2025-05-19T09:40:00.000Z,25.87333563217871,182209141.24199656,36.9463,-0.51581431,-4.03676681,2.44936681,42.58452562,72.35561561,7.29937956,8639835878.182585,0.2653,25873335632.18,,2025-05-19T09:40:00.000Z,32196.0,Hyperliquid,HYPE,hyperliquid,0x0d01dc56dcaaca66ad901c959b4011ec,2025-05-19 17:42:03.724079
0,1,Bitcoin,BTC,bitcoin,12071,2010-07-13T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem', 'layer-1', 'ftx-bankruptcy-estate', '2017-2018-alt-season', 'us-strategic-crypto-reserve', 'binance-ecosystem']",21000000.0,19865290.0,19865290.0,False,,1,,,,2025-05-19T09:43:00.000Z,103221.24758611427,64782844967.75788,84.8101,0.12892429,-0.69135277,-1.21607053,20.87805518,20.03900285,7.98827483,2050520017459.96,62.9651,2167646199308.4,,2025-05-19T09:43:00.000Z,,,,,,2025-05-19 17:43:56.264804
1,1027,Ethereum,ETH,ethereum,10296,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'ethereum-pow-ecosystem', 'layer-1', 'ftx-bankruptcy-estate', 'sora-ecosystem', 'rsk-rbtc-ecosystem', 'world-liberty-financial-portfolio', 'us-strategic-crypto-reserve', 'binance-ecosystem']",,120727476.03198867,120727476.03198867,True,,2,,,,2025-05-19T09:43:00.000Z,2411.757894520511,32616957946.2385,128.5308,0.34607487,-3.91203963,-5.6922987,50.55861854,19.99390912,-10.17213307,291165443405.68445,8.9408,291165443405.68,,2025-05-19T09:43:00.000Z,,,,,,2025-05-19 17:43:56.264804
2,825,Tether USDt,USDT,tether,128246,2015-02-25T00:00:00.000Z,"['stablecoin', 'asset-backed-stablecoin', 'usd-stablecoin', 'ethereum-pow-ecosystem', 'fiat-stablecoin', 'tron20-ecosystem', 'rsk-rbtc-ecosystem', 'world-liberty-financial-portfolio']",,151359797434.8836,155507401070.20773,True,,3,,,,2025-05-19T09:42:00.000Z,1.00006846844143,105946642415.29367,105.2767,0.00093575,-0.01065228,0.02055596,0.01249397,-0.00792075,0.02138583,151370160804.30914,4.6476,155518048419.59,,2025-05-19T09:42:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2025-05-19 17:43:56.264804
3,52,XRP,XRP,xrp,1609,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'xrp-ecosystem', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'ftx-bankruptcy-estate', '2017-2018-alt-season', 'klaytn-ecosystem', 'made-in-america', 'us-strategic-crypto-reserve']",100000000000.0,58622147738.0,99986131469.0,False,,4,,,,2025-05-19T09:43:00.000Z,2.316974413909813,4054059559.9785986,66.26,1.00397361,-3.03651189,-4.37987529,10.79381116,-7.62780481,-10.28363936,135826016397.38702,4.1708,231697441390.98,,2025-05-19T09:43:00.000Z,,,,,,2025-05-19 17:43:56.264804
4,1839,BNB,BNB,bnb,2528,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain-ecosystem', 'layer-1', 'alleged-sec-securities', 'celsius-bankruptcy-estate']",,140888596.12,140888596.12,False,,5,,,,2025-05-19T09:43:00.000Z,640.8517641210711,1696762067.8376012,24.114,0.41319504,-0.87455448,-4.43603473,8.24604425,0.62412473,-1.52494068,90288705368.0431,2.7722,90288705368.04,,2025-05-19T09:43:00.000Z,,,,,,2025-05-19 17:43:56.264804
5,5426,Solana,SOL,solana,918,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okx-ventures-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'alleged-sec-securities', 'cmc-crypto-awards-2024', 'made-in-america', 'us-strategic-crypto-reserve']",,519935549.9345946,601092783.0939509,True,,6,,,,2025-05-19T09:43:00.000Z,162.25565924497306,5198847096.497884,122.8357,0.36979683,-5.1828562,-7.88234759,16.19113381,21.35376981,-3.59928599,84362485419.53525,2.5905,97530705788.3,,2025-05-19T09:43:00.000Z,,,,,,2025-05-19 17:43:56.264804
